id,title,publication_date,description,channel_id,channel_title,viewCount,likeCount,favoriteCount,commentCount,url
-_FipOlfNgE,허위보도 징벌적 손해배상 제도 도입,2021-06-16T04:14:27Z,1:51 악의적 허위보도로 인한 피해구제를 위해 징벌적 손해배상제도를 도입하겠습니다. 국민 80%가 지지하는 제도입니다,UCoQD2xsqwzJA93PTIYERokg,델리민주 Daily Minjoo,3655,201,0,250,https://www.youtube.com/watch?v=-_FipOlfNgE
-_rSpS95ZO0,'초선이 묻고 대선후보가 답하다'  김두관 후보편  #더민초 #토크콘서트,2021-08-23T12:37:41Z,"#더민초 #대선경선후보 #토크콘서트
2021년 8월 23일 저녁 8시 
사회: 최진봉 성공회대 교수 
출연: 김두관 후보",UCoQD2xsqwzJA93PTIYERokg,델리민주 Daily Minjoo,2038,201,0,13,https://www.youtube.com/watch?v=-_rSpS95ZO0
-0_BEoAcyOo,"이익공유제가 사회주의?그렇다면 이명박, 박근혜 대통령도 사회주의?",2021-01-15T11:00:12Z,"#이익공유제 #국민의힘 #적반하장

공동체 정신으로 코로나 경제 극복하기 위한 이익공유제
그러나 국민의 힘, 즉각 반발!
반시장, 반헌법, 사회주의 발상이라는 색깔론까지!
그렇다면 이명박, 박근혜 대통령이 먼저 추진, 시행한 
제도들은 뭔가요?
국민의 힘도 함께 발의한 사회적 경제 기본법은요? 네?",UCoQD2xsqwzJA93PTIYERokg,델리민주 Daily Minjoo,2836,355,0,93,https://www.youtube.com/watch?v=-0_BEoAcyOo
-037NLTIrb8,하나에 민생! 둘에 직장인! 😤,2024-02-28T03:57:27Z,#2024총선 #직장인 #세액공제 #이재명,UCoQD2xsqwzJA93PTIYERokg,델리민주 Daily Minjoo,11314,1842,0,80,https://www.youtube.com/watch?v=-037NLTIrb8
-15arAePyN4,더불어민주당･더불어민주연합 충북 현장 합동 선거대책위원회의 생중계,2024-03-27T01:10:44Z,2024년 3월 27일 수요일 오전 9시 30분,UCoQD2xsqwzJA93PTIYERokg,델리민주 Daily Minjoo,5842,1201,0,6,https://www.youtube.com/watch?v=-15arAePyN4
-2AWXdUwWtU,충주 무학시장 및 자유시장 방문 생중계 - 이재명 상임공동선대위원장,2024-03-27T02:16:53Z,2024년 3월 27일 수요일 오전 10시 20분,UCoQD2xsqwzJA93PTIYERokg,델리민주 Daily Minjoo,19411,2673,0,92,https://www.youtube.com/watch?v=-2AWXdUwWtU
-2R4PxXvfZ4,4.5 재보궐선거 후보자 공천장 수여식 생중계,2023-03-15T01:28:31Z,"#더불어민주당 #재보궐
2023년 3월 15일 수요일 오전 10시 10분 생중계",UCoQD2xsqwzJA93PTIYERokg,델리민주 Daily Minjoo,3837,673,0,18,https://www.youtube.com/watch?v=-2R4PxXvfZ4
-3kDqAl7ND0,원내대표 후보자 대국민 공개토론회 생중계 (1차)  #더불어민주당,2021-04-13T06:31:50Z,"#원내대표 #후보자 #공개토론회 
00:00 스트리밍 시작
09:44 합동토론회 시작
11:35 도종환 비상대책위원장 인사말
15:28 이상민 원내대표선거위원장 인사말
16:25 후보자 입장 
19:47 윤호중 후보 기조연설
27:00 박완주 후보 기조연설
34:09 공통질문1 
41:47 공통질문2 
49:00 개별질문시작
50:50 박완주 후보 개별질문1
53:44 윤호중 후보 개별질문1
56:44 윤호중 후보 개별질문2
1:00:00 박완주 후보 개별질문2
1:03:15 박완주 후보 개별질문3
1:05:50 윤호중 후보 개별질문3
1:08:23 박성준 진행 개인질문 
1:09:00 현장질문1
1:14:40 현장질문2
1:19:27 현장질문3
1:23:55 마무리연설 시작
1:24:21 박완주 후보 마무리연설 
1:26:33 윤호중 후보 마무리연설
1:28:58 마무리 

21년 4월 13일 화요일 오후 2시 생중계",UCoQD2xsqwzJA93PTIYERokg,델리민주 Daily Minjoo,12459,1035,0,267,https://www.youtube.com/watch?v=-3kDqAl7ND0
-41JQklIDtc,나는 보호받을 권리가 있다 - 이·반·통 2편,2020-11-23T05:38:11Z,"#더불어민주당 #전국민고용보험 #전국민산재보험
이것은 반드시 통과시켜야 한다 2편 - 전국민고용보험, 전국민산재보험 특집
노웅래 최고위원·안호영 환노위 간사·김한규 법률대변인 출연
11월 23일 월요일 오후 2시 생중계",UCoQD2xsqwzJA93PTIYERokg,델리민주 Daily Minjoo,1236,213,0,18,https://www.youtube.com/watch?v=-41JQklIDtc
-4dhAZ78TRE,이것이 이재명의 정책입니다! #정책언팩쇼 #대선경선 #국민면접,2021-07-08T04:39:46Z,"#정책언팩쇼 #대선경선 #국민면접
7월 7일 오후 7시 정책언팩쇼 각 후보별 프레젠테이션! 

풀영상 보기: https://youtu.be/GOhtIO7-C2s
*해당 영상 및 썸네일 사진은 각 후보별로 컷편집 외에 일체의 편집도 하지 않았습니다. 
*모든 후보 영상은 알람이 나가지 않았으며 업로드 순서는 행사순서대로입니다.",UCoQD2xsqwzJA93PTIYERokg,델리민주 Daily Minjoo,3731,307,0,194,https://www.youtube.com/watch?v=-4dhAZ78TRE
-4fGaKYgTTs,안성 중앙시장 방문 생중계 - 이재명 상임공동선대위원장,2024-03-17T07:35:11Z,2024년 3월 17일 일요일 오후 4시,UCoQD2xsqwzJA93PTIYERokg,델리민주 Daily Minjoo,15098,1782,0,31,https://www.youtube.com/watch?v=-4fGaKYgTTs
-4wGWaBGyMM,서울 양천갑 황희 후보 지지유세  생중계 - 이재명 상임공동선대위원장,2024-04-08T08:40:25Z,2024년 4월 8일 월요일 17:15,UCoQD2xsqwzJA93PTIYERokg,델리민주 Daily Minjoo,14914,2438,0,35,https://www.youtube.com/watch?v=-4wGWaBGyMM
-4Z6zwkp9hE,"인재영입 17호💙시민참여 민주주의로 지역을 살린다! 대전대표 사회혁신가, 김제선",2024-02-07T04:52:46Z,#더불어민주당 #영입인재 #2024총선,UCoQD2xsqwzJA93PTIYERokg,델리민주 Daily Minjoo,624,103,0,14,https://www.youtube.com/watch?v=-4Z6zwkp9hE
-5arJlYVA2E,더불어민주당 조정식 사무총장-김병기 수석부총장 기자간담회,2023-07-30T02:56:02Z,"#더불어민주당 #기자간담회 #조정식 #김병기
2023년 7월 30일 일요일 오전 11시 생중계",UCoQD2xsqwzJA93PTIYERokg,델리민주 Daily Minjoo,11568,1881,0,29,https://www.youtube.com/watch?v=-5arJlYVA2E
-6KZi-v9SsA,제11차 중앙선거대책위원회의 생중계,2024-04-08T01:17:49Z,2024년 4월 8일 월요일 10:00,UCoQD2xsqwzJA93PTIYERokg,델리민주 Daily Minjoo,5210,1280,0,22,https://www.youtube.com/watch?v=-6KZi-v9SsA
-6r5Alj_a4g,난 몰랐어. SRT와 KTX 이용이 이렇게 편리해지는지( ⁎ ᵕᴗᵕ ⁎ ) | #이재명 #소확행 #Shorts,2022-01-31T09:00:01Z,"분리 운영됐던 #SRT와 #KTX, #이재명이 싹 바꿉니다. 
더 편리하게 (*＾▽＾)／
고향 #앞으로 환승 #제대로 #나를_위해 #이재명

#이재명공약 #대선공약
#이재명소확행 #소확행공약 #소확행쇼츠 #소확행shorts",UCoQD2xsqwzJA93PTIYERokg,델리민주 Daily Minjoo,3570,424,0,75,https://www.youtube.com/watch?v=-6r5Alj_a4g
-7I-GjnxGA0,[씀] 나경원 원내대표 망언 규탄 및 사퇴촉구 집회,2019-05-15T09:08:11Z,"자유한국당 나경원 원내대표의 계속되는 막말
국민을 모독하는 나경원 망언에 더불어민주당 전국여성위원회가 
5월 15일 국회 본청 앞에서 규탄 대회를 열었습니다.",UCoQD2xsqwzJA93PTIYERokg,델리민주 Daily Minjoo,7650,1248,0,161,https://www.youtube.com/watch?v=-7I-GjnxGA0
-7qsYLio8KI,더불어민주당 정책조정회의 생중계 - 8월 17일,2023-08-17T00:59:21Z,"#정책조정회의 #생중계 
2023년 8월 17일 목요일 오전 9시 30분",UCoQD2xsqwzJA93PTIYERokg,델리민주 Daily Minjoo,2443,448,0,20,https://www.youtube.com/watch?v=-7qsYLio8KI
-7X-3kwCsV8,문재인 대통령 취임 4주년 특별연설 생중계,2021-05-10T03:16:02Z,"#문재인 #대통령 #취임4주년
영상출처: 대한민국 청와대
21년 5월 10일 월요일 오전 11시 생중계",UCoQD2xsqwzJA93PTIYERokg,델리민주 Daily Minjoo,2579,482,0,19,https://www.youtube.com/watch?v=-7X-3kwCsV8
-9H6kbE8hrk,전국위원장후보 합동연설회 생중계 - 더불어민주당,2022-11-09T06:38:28Z,"11월 16일부터 진행되는 각 위원회별 투표의 경우 델리민주 커뮤니티란에 정확한 날짜안내가 올라가있습니다. 온라인투표는 카카오톡을 통해 투표대상자에게 전날 혹은 당일 안내가 나갈 예정입니다.  많은 투표 부탁드립니다.

#전국위원장 #합동연설회 #생중계 
2022년 11월 9일 오후 2시",UCoQD2xsqwzJA93PTIYERokg,델리민주 Daily Minjoo,5992,1061,0,8,https://www.youtube.com/watch?v=-9H6kbE8hrk
-a13rKvEAJI,뽑기도 다시 한 번,2021-03-24T02:03:09Z,"레트로 3부작 중, 그 1편!

'정말 잘 뽑아야해!'
4.7 투표독려를 위한 獻身
그대 마음을 움직일 유우투브

● 꽃 다운 나이 19세 뽀
옵기 청년 役 박주민
● 노오란 모자 쓴 귀
-여운 어린이 役 이재정

https://youtu.be/6NC9VPJteTI -제 2편 다시보기

- 재보궐선거 투표일정
사전투표 : 4월 2일~3일 오전 6시~오후 6시
 본 투표 :   4월 7일 오전 6시~오후 8시",UCoQD2xsqwzJA93PTIYERokg,델리민주 Daily Minjoo,17367,956,0,294,https://www.youtube.com/watch?v=-a13rKvEAJI
-b_A86wO4Wo,[후보비됴] 후보자도 자세히(?) 보면 귀여울 때가... 있.. 없..,2020-03-20T08:34:10Z,"📼오늘의 출연자📼
00:00 경기 수원시을 💙백혜련 
00:16 경기 김포시갑 💙김주영 
00:39 경기 광명시갑 💙임오경 
00:58 경기 광주시갑 💙소병훈 
01:19 서울 영등포구갑 💙김영주 
01:37 경남 산청·함양·거창·합천 💙서필상
02:03 경북 영천·청도 💙정우동
02:24 경기 용인시병 💙정춘숙

#21대총선 #더불어민주당 #총선승리",UCoQD2xsqwzJA93PTIYERokg,델리민주 Daily Minjoo,6048,583,0,27,https://www.youtube.com/watch?v=-b_A86wO4Wo
-B7ZZ4hgAzs,전국지역위원장-국회의원 긴급 연석회의 생중계 - 더불어민주당,2023-02-17T01:46:28Z,"#전국지역위원장 #연석회의 #더불어민주당 
2023년 2월 17일 금요일 오전 10시 30분",UCoQD2xsqwzJA93PTIYERokg,델리민주 Daily Minjoo,4405,1102,0,39,https://www.youtube.com/watch?v=-B7ZZ4hgAzs
-bbyejJSwTk,더불어민주당 원내대책회의 생중계 - 1월 9일,2024-01-09T01:12:59Z,"#원내대책회의 
2024년 1월 9일 화요일 오전 9시 30분",UCoQD2xsqwzJA93PTIYERokg,델리민주 Daily Minjoo,16961,3217,0,100,https://www.youtube.com/watch?v=-bbyejJSwTk
-Bidqb1VXVU,최고위원회의 생중계 - 1031,2022-10-31T01:09:06Z,"#최고위원회의 
2022년 10월 31일 월요일 오전 9시 30분 생중계",UCoQD2xsqwzJA93PTIYERokg,델리민주 Daily Minjoo,6333,1475,0,35,https://www.youtube.com/watch?v=-Bidqb1VXVU
-CTzXrom9vs,[씀] 민주당 상임위원장들을 소개합니다! (6월29일 선출),2020-06-30T06:05:03Z,"#더불어민주당 #상임위원장 #6월29일 
21대 국회 상반기 11개 상임위원장 선출 명단(6월29일)
김태년 국회운영위원장
윤관석 정무위원장
유기홍 교육위원장 
박광온 과학기술정보방송통신위원장
서영교 행정안전위원장
도종환 문화체육관광위원장
이개호 농림축산식품해양수산위원장
송옥주 환경노동위원장
진선미 국토교통위원장
정춘숙 여성가족위원장
정성호 예산결산특별위원장

*썸네일 사진 출처: 뉴스1
 영상자료 출처: 국회방송",UCoQD2xsqwzJA93PTIYERokg,델리민주 Daily Minjoo,2815,474,0,69,https://www.youtube.com/watch?v=-CTzXrom9vs
-CvbC1ZF41k,인천 정서진중앙시장 방문 및 현장 기자회견 - 이재명 상임공동선대위원장,2024-03-20T08:26:26Z,2024년 3월 20일 수요일 오후 4시 10분,UCoQD2xsqwzJA93PTIYERokg,델리민주 Daily Minjoo,12221,1481,0,22,https://www.youtube.com/watch?v=-CvbC1ZF41k
-cWv4a9DSq4,[대수다] 가덕신공항과 부산재보궐선거,2020-11-18T02:10:21Z,"#더불어민주당 #대수다 #최인호 #최지은
11월 18일 수요일 오전 10시 30분 생중계",UCoQD2xsqwzJA93PTIYERokg,델리민주 Daily Minjoo,1995,335,0,29,https://www.youtube.com/watch?v=-cWv4a9DSq4
-E-z1xao9d0,47재보궐선거 더불어민주당 후보를 소개합니다.,2021-03-25T05:47:52Z,"4.7 재·보궐선거는 코로나19로 인한 오늘의 어려움을 극복하고, 서울과 부산의 선택이 대한민국의 미래를 결정하는 날이 될 것입니다.

더불어민주당은 서울의 박영선 후보, 부산의 김영춘 후보를 비롯하여 여러 재보궐지역에 출마한 후보들과 함께 잃어버렸던 우리의 일상을 회복하고 대한민국을 선도국가로 도약시켜 나갈 것입니다.

절실하고, 겸손하게 호소드립니다. 이번 선거에서 더불어민주당을 지지해 주십시오.",UCoQD2xsqwzJA93PTIYERokg,델리민주 Daily Minjoo,974,108,0,22,https://www.youtube.com/watch?v=-E-z1xao9d0
-E5f5hdCL5I,중소·벤처기업 정책공약 발표 동시생중계,2021-12-08T02:09:28Z,2021년 12월 8일 수요일 오전 10시 동시생중계,UCoQD2xsqwzJA93PTIYERokg,델리민주 Daily Minjoo,1621,450,0,35,https://www.youtube.com/watch?v=-E5f5hdCL5I
-f3UWWlxs2Q,기호 4번 이낙연! 추석 인사 드립니다💙,2021-09-16T05:37:18Z,"#이낙연 #추석 #한가위 #민주당경선

민족 대명절, 추석입니다.
추석 연휴에도 승리를 위해 힘차게 뛰고있을 경선 후보자들이 
브이로그로 직접 추석 인사를 전합니다.


코로나19로 인해 명절의 많은 풍경이 바뀌었지만,
마음만큼은 풍요롭고 따뜻한 한가위 보내시기 바랍니다.",UCoQD2xsqwzJA93PTIYERokg,델리민주 Daily Minjoo,19161,3558,0,1091,https://www.youtube.com/watch?v=-f3UWWlxs2Q
-GGMaOkIIYY,코로나 대책을 위한 긴급회의 생중계,2021-12-01T09:17:52Z,2021년 12월 1일 수요일 오후 6시 동시 생중계,UCoQD2xsqwzJA93PTIYERokg,델리민주 Daily Minjoo,1881,410,0,14,https://www.youtube.com/watch?v=-GGMaOkIIYY
-Gmz-Z5LROk,"[의사소통TV 10회] 새해 인사 편: 김종민, 김현권, 박주민, 김영춘, 박원순, 황희두, 김두관, 황기철",2019-12-31T08:45:01Z,"의사소통TV 시청자, 구독자 여러분. 새해 복 많이 받으십시오. 새해엔 더 쎈, 새로운 분들과 함께 인사드리겠습니다.",UCoQD2xsqwzJA93PTIYERokg,델리민주 Daily Minjoo,3580,911,0,47,https://www.youtube.com/watch?v=-Gmz-Z5LROk
-hpai5mcny8,"[씀: 싸이다 짤] 아베의 아킬레스건, 방사능이 덮는다고 없어집니까?",2019-08-08T05:02:32Z,"[씀: 싸이다 짤] 8월 6일 LIVE 짤
오기형 일본경제침략대책특위 간사 출연

2020년 일본 도쿄에서 열리는 하계 올림픽
후쿠시마산 방사능 오염이 우려되는 식재료를 전 세계의 선수단에 공급한다는 이야기가 일본 정부측에서 흘러 나오고 있습니다.

후쿠시마산 식재료를 선수들이 먹어도 된다고 자신한다면,
일본은 반드시 국제올림픽위원회 IOC와 함께 검증절차를 거치기 바랍니다.

전체 영상 보기: https://youtu.be/sHfxejbkBtY",UCoQD2xsqwzJA93PTIYERokg,델리민주 Daily Minjoo,2481,380,0,14,https://www.youtube.com/watch?v=-hpai5mcny8
-I97WcSxKSA,대구 수성 차 많이 막히죠? 뚫어드리겠습니다!,2022-05-25T12:09:20Z,#대구수성을 #김용락 #지방선거,UCoQD2xsqwzJA93PTIYERokg,델리민주 Daily Minjoo,2678,408,0,10,https://www.youtube.com/watch?v=-I97WcSxKSA
-IDalXFYTuo,경기도민 삶의 질을 향상시킬 수 있는 사람을 뽑아야 합니다,2022-05-12T12:41:38Z,#더불어민주당 #경기도지사후보 #김동연,UCoQD2xsqwzJA93PTIYERokg,델리민주 Daily Minjoo,1669,383,0,16,https://www.youtube.com/watch?v=-IDalXFYTuo
-IhaoL49Hoc,[씀] 10월 16일 최고위-전국위원장 연석회의,2020-10-16T00:48:01Z,"#더불어민주당 #최고위원회의 #매주월수금
2020년 10월 16일 금요일 오전 9시 생중계.",UCoQD2xsqwzJA93PTIYERokg,델리민주 Daily Minjoo,1395,279,0,14,https://www.youtube.com/watch?v=-IhaoL49Hoc
-img2_AdicM,후쿠시마 원전오염수 투기중단 국민행진 - 2023년 8월 25일 [후쿠시마 원전오염수 해양투기저지 총괄대책위원회],2023-08-28T07:39:04Z,#후쿠시마오염수 #후쿠시마 #방사능오염수 #더불어민주당,UCoQD2xsqwzJA93PTIYERokg,델리민주 Daily Minjoo,3801,679,0,14,https://www.youtube.com/watch?v=-img2_AdicM
-io9xxqE9eY,"[오영훈 제주도지사 후보] 다함께 미래로, 일하는 도지사",2022-05-11T08:47:56Z,#더불어민주당 #제주도지사후보 #오영훈,UCoQD2xsqwzJA93PTIYERokg,델리민주 Daily Minjoo,976,125,0,3,https://www.youtube.com/watch?v=-io9xxqE9eY
-IruaMqbe1w,언론자유·방송독립을 위한 언론인 간담회 생중계,2022-10-13T01:59:09Z,"#더불어민주당 #언론인간담회
2022년 10월 13일 목요일 오전 10시 30분 생중계",UCoQD2xsqwzJA93PTIYERokg,델리민주 Daily Minjoo,2390,683,0,17,https://www.youtube.com/watch?v=-IruaMqbe1w
-JdiNg4yPS0,[씀: LIVE] 제8차 검찰개혁·사법적폐청산 촛불문화제 현장 생중계,2019-10-05T13:22:25Z,"[더불어민주당 씀: LIVE] 제8차 검찰개혁·사법적폐청산 촛불문화제 생중계  

일시: 2019년 10월 5일 토요일, 오후 6시 서초역",UCoQD2xsqwzJA93PTIYERokg,델리민주 Daily Minjoo,48645,4197,0,72,https://www.youtube.com/watch?v=-JdiNg4yPS0
-Jyea3YKYvU,2월 22일 최고위원회의 생중계,2022-02-21T23:40:33Z,"#이재명 #대선 #유능한 #경제대통령
2022년 2월 22일 화요일 오전 8시 생중계",UCoQD2xsqwzJA93PTIYERokg,델리민주 Daily Minjoo,1438,365,0,20,https://www.youtube.com/watch?v=-Jyea3YKYvU
-lYtujRLj0w,미국 정부와 국민이 보내준 애도와 위로에 감사드립니다,2022-11-01T06:27:19Z,,UCoQD2xsqwzJA93PTIYERokg,델리민주 Daily Minjoo,4145,637,0,23,https://www.youtube.com/watch?v=-lYtujRLj0w
-M73Y2dwq08,김행,2023-09-22T07:01:19Z,"#여가부 #김행 #여가부장관 #여성가족부
김행 여성가족부 장관 후보자가 필리핀의 사례를 들면서 임신 중지에 대한 여성의 기본권을 부정하는 발언이 보도됐습니다. 위험한 반인권적 태도이자 반헌법적 사고입니다. 후보자와 여가부의 조합은 우리 여성과 국민에게 크나큰 불행입니다.",UCoQD2xsqwzJA93PTIYERokg,델리민주 Daily Minjoo,5369,328,0,41,https://www.youtube.com/watch?v=-M73Y2dwq08
-mbuE3a91q8,대통령실 관계자 이메일까지 털렸다 😱,2024-02-15T07:11:53Z,"#윤석열 #대통령실 #안보참사 #해킹 #이메일 #이재명 #윤건영 #더불어민주당 

대통령 해외순방을 수행했던 대통령실 행정관의 이메일이 북한에 의해 해킹 당했던 것으로 드러났습니다. 북한 무인기에 의해 대한민국 영공이 유린당한 것도 모자라, 이제는 사이버 안보에도 구멍이 뚫린 것입니다. 대통령실의 처참한 안보 수준에 경악을 금할 수 없습니다. 북한에 노출된 대통령의 일정과 행사 내용은 어찌할 것입니까? 무능도 이런 무능이 없습니다.",UCoQD2xsqwzJA93PTIYERokg,델리민주 Daily Minjoo,3155,368,0,26,https://www.youtube.com/watch?v=-mbuE3a91q8
-NtUA0s4jeg,"국민의 안전, 현장에서 대응하시는 여러분의 안전도 중요합니다ㅣ인천 호텔화재 진압 남동구 소방서 방문간담회",2023-12-27T05:40:56Z,"#호텔화재 #남동구소방서 #방문간담회 
2023년 12월 27일 수요일 오후 2시 생중계",UCoQD2xsqwzJA93PTIYERokg,델리민주 Daily Minjoo,5355,1110,0,27,https://www.youtube.com/watch?v=-NtUA0s4jeg
-p1Logq62Pc,백신 접종 예산 0원?! 논란종결! 우주 뚫는 시원함↗ #팩트체크,2021-01-14T01:23:06Z,"#문재인 #대통령 #신년사 #가짜뉴스 #백신 #무상접종 
2021년 문재인 대통령의 신년사 직후
전 국민 코로나 백신 무상 접종'에 대한 기사가 쏟아졌다. 

그 중, '백신 접종 예산 0원' 이라는 기사가 올라왔다. 
과연, 팩트는 무엇인지! 국회 보건복지위원장 
김민석 의원과 긴급 팩트체크를 해 본다.

기획·제작 델리민주",UCoQD2xsqwzJA93PTIYERokg,델리민주 Daily Minjoo,2187,297,0,64,https://www.youtube.com/watch?v=-p1Logq62Pc
-PD9d1Nze20,어둠+4등=?   #Shorts #윤석열,2021-12-27T07:27:03Z,"2021년 12월 27일 송영길 당대표 전남도당 선대위 발대식 발언 중 

여론조사출처http://www.joseilbo.com/news/htmls/2021/12/20211226442027.html",UCoQD2xsqwzJA93PTIYERokg,델리민주 Daily Minjoo,9522,570,0,28,https://www.youtube.com/watch?v=-PD9d1Nze20
-PZTj5qHtgc,대선경선후보 총 출동! 제20대 대통령선거 '원팀' 협약식 생중계,2021-07-27T23:46:37Z,"#제20대대통령선거 #원팀 #협약식
00:00 스트리밍 시작
07:00 개회선언
09:00 송영길 당대표 인사말
13:57 이상민 선거관리위원장 인사말
16:10 노웅래 민주연구원장 인사말
19:13 ‘정정당당’ 경선 약속 퍼포먼스
22:42 후보자 6인 ‘정정당당’ 배지 전달
24:22 후보자 정책기조 발언
40:06 대선 핵심공약 원팀 협약식
42:40 퍼즐 맞추기 퍼포먼스

2021년 7월 28일 수요일 오전 8시
정정당당 경선! 핵심공약 원팀! 제20대 대통령선거 '원팀' 협약식 생중계",UCoQD2xsqwzJA93PTIYERokg,델리민주 Daily Minjoo,15382,760,0,175,https://www.youtube.com/watch?v=-PZTj5qHtgc
-Q0YqA2UDOs,대통령실의 '주어 생략' = 조직적 범죄행위,2023-04-26T09:07:17Z,#더불어민주당 #이재명 #고민정,UCoQD2xsqwzJA93PTIYERokg,델리민주 Daily Minjoo,7196,614,0,23,https://www.youtube.com/watch?v=-Q0YqA2UDOs
-qL7pP398mE,이재명 당대표 설맞이 군장병 격려방문ㅣ군 장병의 특별한 희생에는 특별한 보상이 따라야 합니다!,2024-01-24T03:13:46Z,"#설맞이 #군장병 
2024년 1월 24일 오전 11시 20분 생중계",UCoQD2xsqwzJA93PTIYERokg,델리민주 Daily Minjoo,139010,10120,0,888,https://www.youtube.com/watch?v=-qL7pP398mE
-qNUhgsYGf0,이기는 민주당 Again 광주편 명사특강 #이해찬,2023-04-12T08:22:47Z,"#이기는민주당 #광주 #이해찬 
더불어민주당 교육연수원

'대한민국 이대로 괜찮은가'
- 윤석열 정권의 실정과 민주당이 나아가야 할 길 -
강사 : 이해찬 더불어민주당 상임고문",UCoQD2xsqwzJA93PTIYERokg,델리민주 Daily Minjoo,31207,1577,0,178,https://www.youtube.com/watch?v=-qNUhgsYGf0
-S-r70QeYHg,대통령을 공격하고 국민을 모독하는 제1야당. 책임지세요!,2021-02-02T02:21:09Z,"#더불어민주당 #이낙연 #교섭단체 #대표연설 
2021년 2월 2일 화요일 이낙연 당대표 교섭단체 대표연설 중",UCoQD2xsqwzJA93PTIYERokg,델리민주 Daily Minjoo,3427,680,0,232,https://www.youtube.com/watch?v=-S-r70QeYHg
-SBUCwDLaVo,권력에 맞선 언론독립 ‘행동하는 언론인’ 이훈기,2024-02-02T08:56:30Z,#더불어민주당 #인재영입 #2024총선,UCoQD2xsqwzJA93PTIYERokg,델리민주 Daily Minjoo,4335,1483,0,67,https://www.youtube.com/watch?v=-SBUCwDLaVo
-SEHrNJq1UQ,더불어민주당 최고위원회의 생중계 - 10월 23일,2023-10-23T00:44:55Z,"#최고위원회의 
2023년 10월 23일 월요일 오전 9시",UCoQD2xsqwzJA93PTIYERokg,델리민주 Daily Minjoo,31415,4970,0,361,https://www.youtube.com/watch?v=-SEHrNJq1UQ
-SsDBY9jb4Y,[씀:긴급 LIVE] 1. (15시~) 조국 법무부 장관 후보자 기자간담회 현장 생중계,2019-09-02T10:40:07Z,"[씀:긴급 LIVE] 조국 법무부 장관 후보자 기자간담회 현장 생중계

35:45 조국 법무부장관 후보자 입장
38:42 후보자 모두발언
44:22 기자간담회 시작",UCoQD2xsqwzJA93PTIYERokg,델리민주 Daily Minjoo,169589,5548,0,231,https://www.youtube.com/watch?v=-SsDBY9jb4Y
-T6PANwYnDc,무역 적자·수출 상황 점검 현장간담회 생중계,2023-01-11T05:30:18Z,"#무역적자 #현장간담회 #이재명 
2023년 1월 11일 오후 1시 30분",UCoQD2xsqwzJA93PTIYERokg,델리민주 Daily Minjoo,2418,784,0,7,https://www.youtube.com/watch?v=-T6PANwYnDc
-T72x1CbhAc,쌀값 폭락 재앙의 불씨를 남긴 尹,2023-01-05T08:48:16Z,#더불어민주당 #신정훈,UCoQD2xsqwzJA93PTIYERokg,델리민주 Daily Minjoo,2706,361,0,9,https://www.youtube.com/watch?v=-T72x1CbhAc
-tWbm5WBGoA,전시작전통제권 가지고 와야 합니다. 뭐가 시기상조입니까?,2022-05-04T11:01:35Z,,UCoQD2xsqwzJA93PTIYERokg,델리민주 Daily Minjoo,46323,2241,0,174,https://www.youtube.com/watch?v=-tWbm5WBGoA
-UT-IuYjBic,공직자 부동산투기 근절을 위한 현장 기자회견  - 해운대 LCT 앞,2021-03-17T04:24:23Z,"#부산 #공직자 #부동산투기
00:00 스트리밍 시작
04:33 기자회견 시작
27:39 특별영상 시작
3월 17일 수요일 오후 1시 생중계
지인소개링크: https://theminjoo.kr/relation",UCoQD2xsqwzJA93PTIYERokg,델리민주 Daily Minjoo,1468,328,0,15,https://www.youtube.com/watch?v=-UT-IuYjBic
-UyDo-7MF10,세상을 바꾸는 여성의 목소리! 2023 민주여성 스피치대회 생중계,2023-04-29T07:27:19Z,"#민주여성 #스피치대회
2023년 4월 28일 토요일 오후 2시",UCoQD2xsqwzJA93PTIYERokg,델리민주 Daily Minjoo,10775,1365,0,28,https://www.youtube.com/watch?v=-UyDo-7MF10
-vaqX58BmIc,필리버스터 및 최고위원회의 생중계,2023-07-07T02:33:45Z,"#필리버스터 #최고위원회의 #후쿠시마오염수 
2023년 7월 7일 오전 8시~ 생중계

00:00 식전행사
04:38 어기구 의원
29:41 행사 진행 순서 안내
34:32 이용선 의원 
01:03:11 양경숙 의원 
01:22:28 우원식 의원
01:41:21 (최고위) 이재명 당대표
01:48:27 (최고위) 박광온 원내대표
01:53:40 (최고위) 정청래 최고위원
02:01:20 (최고위) 고민정 최고위원
02:04:18 (최고위) 박찬대 최고위원
02:10:49 (최고위) 서영교 최고위원
02:19:58 (최고위) 장경태 최고위원 
02:23:58 (최고위) 송갑석 최고위원
02:28:09 (최고위) 서은숙 최고위원
02:33:49 김성환 의원
02:47:09 정춘숙 의원
02:52:11 윤석열정권 오염수 투기 반대 촉구 결의대회",UCoQD2xsqwzJA93PTIYERokg,델리민주 Daily Minjoo,9386,1618,0,21,https://www.youtube.com/watch?v=-vaqX58BmIc
-vGPI2AAqHY,대일 굴욕외교 규탄 범국민 대회 생중계,2023-03-25T09:26:14Z,"#더불어민주당 #대일굴욕외교 #범국민대회
2023년 3월 25일 토요일 오후 5시 30분 생중계",UCoQD2xsqwzJA93PTIYERokg,델리민주 Daily Minjoo,4160,1259,0,21,https://www.youtube.com/watch?v=-vGPI2AAqHY
